id,threshold,commit_step,predicted,confidence,correct,total_steps,premature,mean_delta
1,0.6,0,B,0.6,False,14,True,0.2951289830216098
1,0.7,4,A,0.7,True,14,True,0.2951289830216098
1,0.8,13,A,0.7,True,14,False,0.2951289830216098
1,0.9,13,A,0.7,True,14,False,0.2951289830216098
1000,0.6,1,D,0.8,True,11,True,inf
1000,0.7,1,D,0.8,True,11,True,inf
1000,0.8,1,D,0.8,True,11,True,inf
1000,0.9,7,D,0.9,True,11,True,inf
1003,0.6,1,B,0.6,False,7,True,inf
1003,0.7,3,D,1.0,False,7,True,inf
1003,0.8,3,D,1.0,False,7,True,inf
1003,0.9,3,D,1.0,False,7,True,inf
1005,0.6,0,D,1.0,False,14,True,inf
1005,0.7,0,D,1.0,False,14,True,inf
1005,0.8,0,D,1.0,False,14,True,inf
1005,0.9,0,D,1.0,False,14,True,inf
1010,0.6,1,B,0.9,False,12,True,inf
1010,0.7,1,B,0.9,False,12,True,inf
1010,0.8,1,B,0.9,False,12,True,inf
1010,0.9,1,B,0.9,False,12,True,inf
1011,0.6,3,C,0.6,True,8,True,inf
1011,0.7,5,C,0.7,True,8,True,inf
1011,0.8,7,C,0.7,True,8,False,inf
1011,0.9,7,C,0.7,True,8,False,inf
1012,0.6,1,B,0.7,False,8,True,0.41738970848441126
1012,0.7,1,B,0.7,False,8,True,0.41738970848441126
1012,0.8,7,B,0.7,False,8,False,0.41738970848441126
1012,0.9,7,B,0.7,False,8,False,0.41738970848441126
102,0.6,0,C,0.7,False,3,True,0.20809726404711193
102,0.7,0,C,0.7,False,3,True,0.20809726404711193
102,0.8,2,C,0.7,False,3,False,0.20809726404711193
102,0.9,2,C,0.7,False,3,False,0.20809726404711193
1022,0.6,0,C,0.7,True,11,True,0.4827252113397678
1022,0.7,0,C,0.7,True,11,True,0.4827252113397678
1022,0.8,10,C,0.6,True,11,False,0.4827252113397678
1022,0.9,10,C,0.6,True,11,False,0.4827252113397678
1024,0.6,2,A,0.6,False,9,True,0.4201962300827086
1024,0.7,8,B,0.6,True,9,False,0.4201962300827086
1024,0.8,8,B,0.6,True,9,False,0.4201962300827086
1024,0.9,8,B,0.6,True,9,False,0.4201962300827086
1025,0.6,0,C,0.7,True,7,True,0.2747917872124438
1025,0.7,0,C,0.7,True,7,True,0.2747917872124438
1025,0.8,6,C,0.7,True,7,False,0.2747917872124438
1025,0.9,6,C,0.7,True,7,False,0.2747917872124438
1028,0.6,0,A,0.7,True,9,True,0.3924460319882783
1028,0.7,0,A,0.7,True,9,True,0.3924460319882783
1028,0.8,8,A,0.6,True,9,False,0.3924460319882783
1028,0.9,8,A,0.6,True,9,False,0.3924460319882783
103,0.6,1,A,0.6,True,7,True,1.0058586720608826
103,0.7,4,D,0.7,False,7,True,1.0058586720608826
103,0.8,5,A,0.95,True,7,True,1.0058586720608826
103,0.9,5,A,0.95,True,7,True,1.0058586720608826
1034,0.6,0,A,0.6,True,6,True,0.2298676142751769
1034,0.7,1,A,0.7,True,6,True,0.2298676142751769
1034,0.8,5,A,0.7,True,6,False,0.2298676142751769
1034,0.9,5,A,0.7,True,6,False,0.2298676142751769
1035,0.6,0,D,1.0,False,6,True,inf
1035,0.7,0,D,1.0,False,6,True,inf
1035,0.8,0,D,1.0,False,6,True,inf
1035,0.9,0,D,1.0,False,6,True,inf
1039,0.6,0,B,0.7,True,8,True,0.19761805005853195
1039,0.7,0,B,0.7,True,8,True,0.19761805005853195
1039,0.8,7,D,0.5,False,8,False,0.19761805005853195
1039,0.9,7,D,0.5,False,8,False,0.19761805005853195
1043,0.6,0,A,0.6,False,8,True,inf
1043,0.7,1,A,0.7,False,8,True,inf
1043,0.8,7,A,0.6,False,8,False,inf
1043,0.9,7,A,0.6,False,8,False,inf
105,0.6,2,D,0.6,False,10,True,inf
105,0.7,5,D,1.0,False,10,True,inf
105,0.8,5,D,1.0,False,10,True,inf
105,0.9,5,D,1.0,False,10,True,inf
1052,0.6,0,C,0.6,True,3,True,0.13540871008127087
1052,0.7,1,C,0.7,True,3,True,0.13540871008127087
1052,0.8,2,C,0.7,True,3,False,0.13540871008127087
1052,0.9,2,C,0.7,True,3,False,0.13540871008127087
1053,0.6,0,C,0.6,True,2,True,0.004572989034539177
1053,0.7,1,C,0.6,True,2,False,0.004572989034539177
1053,0.8,1,C,0.6,True,2,False,0.004572989034539177
1053,0.9,1,C,0.6,True,2,False,0.004572989034539177
1059,0.6,2,B,0.6,False,6,True,inf
1059,0.7,4,B,0.7,False,6,True,inf
1059,0.8,5,B,0.7,False,6,False,inf
1059,0.9,5,B,0.7,False,6,False,inf
106,0.6,0,A,0.6,True,5,True,0.07410010330939851
106,0.7,4,A,0.6,True,5,False,0.07410010330939851
106,0.8,4,A,0.6,True,5,False,0.07410010330939851
106,0.9,4,A,0.6,True,5,False,0.07410010330939851
1062,0.6,1,B,0.6,True,8,True,inf
1062,0.7,7,B,0.6,True,8,False,inf
1062,0.8,7,B,0.6,True,8,False,inf
1062,0.9,7,B,0.6,True,8,False,inf
1066,0.6,2,A,0.6,False,6,True,0.22233171091301449
1066,0.7,5,D,0.6,False,6,False,0.22233171091301449
1066,0.8,5,D,0.6,False,6,False,0.22233171091301449
1066,0.9,5,D,0.6,False,6,False,0.22233171091301449
1067,0.6,0,B,0.6,False,5,True,0.33303551511098817
1067,0.7,1,B,0.7,False,5,True,0.33303551511098817
1067,0.8,4,B,0.7,False,5,False,0.33303551511098817
1067,0.9,4,B,0.7,False,5,False,0.33303551511098817
1070,0.6,0,B,0.6,True,5,True,inf
1070,0.7,1,B,0.8,True,5,True,inf
1070,0.8,1,B,0.8,True,5,True,inf
1070,0.9,4,B,0.7,True,5,False,inf
1072,0.6,2,C,0.6,True,5,True,0.22780736918709127
1072,0.7,3,C,0.7,True,5,True,0.22780736918709127
1072,0.8,4,C,0.6,True,5,False,0.22780736918709127
1072,0.9,4,C,0.6,True,5,False,0.22780736918709127
1074,0.6,0,B,0.7,False,9,True,0.528560022365038
1074,0.7,0,B,0.7,False,9,True,0.528560022365038
1074,0.8,8,A,0.7,True,9,False,0.528560022365038
1074,0.9,8,A,0.7,True,9,False,0.528560022365038
1075,0.6,0,B,0.6,False,6,True,inf
1075,0.7,5,A,0.25,False,6,False,inf
